54,48,53,39,42,34,42,49,40,34,38,44,48,37,50,39,44,38,44,50,33,47,35,48,35,45,48,53,38,33,36,44,30,55,34,31,38,39,36,46,38,34,46,48,36,36,42,51,43,44,42,44,41,36,38,32,38,44,54,37,43,44,44,44,39,45,34,51,47,54,41,52,41,33,35,37,42,54,40,30,40,42,52,34,36,31,53,47,34,55,49,35,31,46,55,40,31,54,52,50,46,42,50,53,32,32,36,34,34,40,54,54,34,45,30,34,39,41,49,38,50,55,34,52,45,45,30,45,47,39,33,53,32,47,55,35,36,39,44,38,55,47,41,48,39,38,52,34,32,40,48,46,36,50,36,45,30,37,55,36,41,35,37,39,54,50,43,33,40,42,34,55,53,32,38,48,40,55,36,45,34,47,33,33,50,46,30,31,34,32,43,35,51,48,52,46,30,46,31,38,42,40,45,42,46,39,41,55,42,35,37,34,42,33,38,55,53,49,42,39,51,53,44,42,51,47,54,41,38,43,32,33,42,35,55,33,51,53,31,38,55,48,40,45,44,40,55,55,34,36
33,53,41,50,45,38,51,49,48,47,41,48,44,48,32,51,49,39,54,44,46,30,40,44,51,55,31,49,38,54,49,44,33,31,30,51,30,53,42,45,44,30,43,41,33,31,32,51,51,38,49,50,40,45,36,46,50,33,38,32,41,40,41,55,54,32,32,47,40,34,47,36,51,32,36,52,45,49,38,38,38,51,37,49,35,35,39,30,51,49,53,50,32,41,50,44,34,30,30,45,33,54,37,34,51,43,50,45,46,53,31,42,38,50,54,48,34,34,41,50,52,53,44,54,30,53,31,50,39,50,47,40,43,31,32,42,37,41,51,55,36,39,51,54,52,34,40,41,45,39,32,49,52,33,47,41,53,31,43,36,45,54,43,36,36,51,46,46,52,31,33,52,53,55,48,40,44,44,34,48,53,41,54,45,32,46,51,37,36,43,44,31,39,41,46,37,46,40,35,53,44,43,54,39,38,32,32,53,38,39,37,45,31,47,45,30,36,41,47,53,42,50,34,55,32,47,45,39,44,54,43,55,37,51,41,37,44,51,50,30,41,49,40,45,40,41,45,37,51,55
55,54,42,51,35,55,50,48,32,39,37,48,53,48,49,42,41,47,33,38,51,32,50,45,39,54,36,49,34,46,30,30,38,45,50,32,40,33,44,51,52,31,55,36,36,35,43,55,43,52,36,34,38,47,49,48,32,42,30,42,34,55,44,30,36,39,55,34,45,44,54,50,50,30,49,44,32,45,30,31,39,31,43,51,52,34,50,55,38,33,52,36,55,52,37,30,43,32,36,44,32,35,50,43,39,38,51,53,43,47,48,35,46,39,38,43,54,45,37,31,55,32,51,51,48,42,42,51,32,33,33,38,45,55,33,50,50,32,36,53,48,42,35,50,40,40,33,39,47,35,41,36,50,34,42,42,43,44,47,43,34,44,33,35,39,34,50,54,37,43,35,30,46,33,47,43,38,31,43,45,46,35,46,54,41,42,31,31,30,41,52,46,37,40,42,41,43,34,37,44,53,31,48,43,33,40,37,31,35,45,32,39,40,34,35,31,53,38,34,47,40,47,36,53,51,53,48,40,53,43,38,34,45,55,47,31,34,43,47,54,35,36,43,30,41,53,33,52,48,49
35,45,55,54,50,50,51,50,33,55,37,49,49,49,50,45,52,30,54,53,52,36,31,37,47,43,39,33,40,32,31,37,48,37,53,37,33,43,35,47,45,44,41,45,50,39,49,35,34,46,53,32,31,32,34,54,34,54,38,48,44,39,37,51,52,54,42,40,47,32,53,45,49,37,39,33,44,35,33,50,43,52,46,41,49,34,51,39,46,52,55,39,44,53,54,55,54,37,40,45,53,50,52,39,51,51,30,47,34,47,42,53,46,48,35,33,48,55,55,30,43,37,33,53,40,30,50,32,30,53,37,54,41,36,31,34,41,34,33,40,34,36,46,50,47,51,36,52,33,44,37,37,54,34,38,32,32,31,49,44,33,43,38,41,37,48,55,41,38,31,49,51,41,44,34,43,51,39,48,40,48,49,32,48,50,42,46,50,53,42,40,52,50,53,45,34,30,49,44,52,41,39,36,31,34,40,30,32,45,53,54,55,42,45,32,44,34,40,38,44,44,38,47,41,40,30,30,39,41,49,30,31,36,53,30,37,42,33,44,48,33,48,54,46,46,40,55,35,30,55
47,43,32,36,38,37,36,42,39,46,38,53,44,34,53,34,39,36,52,35,32,55,32,51,47,53,39,30,44,46,53,37,50,35,36,40,45,48,45,37,31,46,44,55,39,40,35,52,47,49,45,37,44,38,35,44,39,47,48,30,39,39,44,33,40,35,48,41,31,50,40,47,49,40,41,38,31,30,50,41,49,42,46,32,46,47,33,36,50,54,33,52,41,37,53,46,36,54,37,33,51,49,30,46,36,41,34,49,37,44,46,51,33,39,38,33,36,36,39,30,39,39,45,54,51,46,36,31,51,50,33,47,37,47,30,30,35,38,49,46,35,46,52,51,52,31,46,46,44,41,54,33,47,49,53,30,51,41,51,50,37,54,34,36,47,39,36,32,51,37,31,34,39,37,55,48,38,42,51,30,45,43,40,38,31,47,30,47,32,31,31,42,33,36,45,37,43,54,35,41,40,33,33,50,50,48,47,54,47,54,31,31,53,48,37,52,48,46,50,41,37,43,47,48,50,54,54,51,36,37,37,35,51,34,32,40,44,49,32,36,34,46,44,51,47,38,31,35,54,40
29,51,30,52,33,33,33,53,56,48,43,50,43,52,45,28,35,29,29,55,46,39,57,54,31,32,42,53,37,55,53,56,48,51,35,53,48,50,30,44,48,57,31,52,57,43,48,36,37,30,36,53,53,30,30,45,54,48,47,45,49,50,36,39,42,54,33,51,29,48,36,46,40,29,32,57,40,55,46,50,35,53,42,33,29,30,36,37,38,38,50,32,50,40,53,51,57,39,36,45,43,53,50,50,49,54,53,56,48,34,48,29,49,56,38,31,40,28,37,45,39,55,49,30,41,49,46,29,34,41,55,34,37,43,48,50,28,28,44,47,50,44,53,30,37,36,47,50,32,37,51,56,49,50,43,30,48,57,30,49,49,47,34,36,38,34,44,42,51,41,52,36,43,28,30,41,30,35,55,33,48,50,40,53,53,40,37,32,52,45,30,38,37,38,28,48,41,32,49,30,39,39,44,40,33,39,31,28,44,35,54,40,47,51,36,41,39,46,54,55,43,35,32,56,49,49,31,46,37,46,31,28,36,57,55,29,53,48,48,36,46,38,43,37,38,36,46,36,41,55
36,50,39,33,37,30,44,35,51,37,41,35,45,55,49,41,42,55,43,48,43,35,31,39,47,42,34,40,49,37,53,33,46,41,50,32,44,39,30,30,36,48,38,46,33,34,53,51,55,54,43,32,31,42,54,40,35,55,53,43,41,46,55,53,43,49,34,44,30,32,40,37,42,51,38,31,30,43,51,30,31,45,54,31,46,40,36,46,39,34,42,54,44,55,45,54,43,40,53,48,49,39,44,42,39,30,46,37,52,46,55,30,54,33,46,45,31,54,42,54,48,37,43,53,42,30,54,52,55,31,48,39,46,49,48,54,53,44,38,48,54,44,39,40,33,54,44,44,55,48,38,43,47,55,41,46,41,36,36,53,35,45,35,54,48,31,32,55,38,42,54,51,52,38,47,37,53,53,55,44,39,46,32,48,41,52,48,30,52,31,42,39,50,37,41,48,41,36,54,46,51,51,40,47,32,51,50,49,46,51,48,34,40,53,51,44,38,31,49,33,34,41,34,30,51,31,42,55,54,40,54,46,49,50,48,47,40,49,41,39,37,53,41,32,40,38,34,38,39,51
50,45,52,43,37,46,34,43,38,40,39,50,34,40,30,38,30,47,53,44,37,31,54,55,49,52,33,36,42,41,42,41,54,38,40,40,51,42,54,49,37,38,40,42,35,36,42,41,46,32,47,53,31,54,31,38,45,45,41,33,34,38,35,46,30,48,55,35,55,49,46,32,52,43,35,50,37,43,51,30,40,50,44,37,35,40,38,47,45,40,43,42,54,53,55,36,54,33,47,35,36,52,46,35,43,45,53,30,50,37,53,47,55,52,47,41,50,42,39,47,30,46,41,43,35,41,54,45,43,37,40,49,51,41,46,54,45,41,36,49,42,32,31,46,33,30,30,33,45,45,34,42,44,40,54,47,55,41,33,30,33,47,30,51,45,30,38,40,31,34,51,47,48,44,37,38,51,52,55,52,36,53,47,50,52,51,50,41,44,41,47,41,37,50,51,35,35,41,38,49,37,55,51,55,54,37,30,30,53,41,46,40,41,30,48,45,37,50,51,47,39,35,36,54,37,40,44,54,31,55,46,43,30,44,55,52,46,32,54,55,55,49,37,52,35,48,32,45,52,53
30,54,47,51,41,32,51,53,45,33,36,40,39,42,45,35,38,51,43,44,30,41,32,33,49,33,34,54,44,43,51,45,46,37,41,53,37,42,54,48,45,32,40,35,43,51,55,53,33,32,33,30,39,39,54,41,46,30,45,40,50,31,53,34,55,41,55,32,30,33,41,33,32,53,38,52,32,49,48,43,47,55,33,50,50,48,37,31,51,42,43,42,30,45,39,35,49,48,54,30,42,47,54,30,40,41,34,55,40,38,49,45,48,40,50,49,53,46,49,41,47,50,47,38,38,44,31,47,31,36,51,37,37,42,47,45,46,33,41,51,52,54,36,34,47,38,50,30,47,48,51,54,35,48,32,44,38,32,36,55,49,33,52,40,30,40,34,30,54,53,36,46,51,32,42,33,43,34,45,45,42,40,43,48,53,31,32,50,31,52,42,52,33,33,50,45,35,47,37,49,31,37,33,41,39,34,44,43,37,36,53,50,50,52,47,51,32,46,37,38,36,51,48,41,31,34,36,43,40,34,36,36,31,54,53,30,41,53,31,46,48,35,43,40,49,40,35,40,47,54
48,38,44,38,35,32,52,44,32,47,40,41,54,40,38,47,36,39,44,39,34,50,37,53,32,51,32,35,41,37,50,44,51,48,53,38,41,49,44,34,54,36,50,32,34,48,34,35,43,37,44,47,51,30,40,47,43,39,50,42,43,52,44,37,40,55,48,45,49,31,55,46,34,46,43,30,46,50,34,55,32,33,32,54,40,30,30,41,42,43,40,52,49,46,34,38,45,35,45,50,39,49,43,48,48,33,42,41,46,42,50,46,41,52,50,45,43,48,31,55,32,39,38,40,31,44,50,44,41,33,47,36,42,55,44,41,39,51,36,30,55,42,31,46,44,32,38,35,50,36,55,32,35,45,38,36,38,49,49,31,54,48,41,50,30,45,46,49,51,44,46,41,34,50,39,39,50,52,42,38,31,48,55,52,45,30,33,47,42,45,32,40,36,36,48,41,40,38,34,43,48,34,38,51,52,46,47,43,55,43,43,45,31,40,41,46,36,47,34,48,35,31,35,44,32,38,31,54,40,37,39,43,55,32,55,37,44,41,39,53,37,55,47,45,38,36,43,47,42,47
